,averageRating,datePublished,genre,name,ratingCount,releasedCountry
1924,6.3,1989.0, Drama,Staying Together,674.0,USA
1925,6.6,2008.0,Drama,Fireproof,19143.0,USA
1926,6.6,2008.0, Romance,Fireproof,19143.0,USA
1927,7.3,1999.0,Comedy,10 Things I Hate About You,260253.0,USA
1928,7.3,1999.0, Drama,10 Things I Hate About You,260253.0,USA
1929,7.3,1999.0, Romance,10 Things I Hate About You,260253.0,USA
1930,7.6,2007.0,Action,Grindhouse,166988.0,USA
1931,7.6,2007.0, Horror,Grindhouse,166988.0,USA
1932,7.6,2007.0, Thriller,Grindhouse,166988.0,USA
1933,7.4,2008.0,Documentary,Berlin,625.0,UK
1934,7.4,2008.0, Music,Berlin,625.0,UK
1935,7.0,1954.0,H,Creature from the Black Lagoon,21902.0,USA
1936,7.0,1954.0, o,Creature from the Black Lagoon,21902.0,USA
1937,7.0,1954.0, r,Creature from the Black Lagoon,21902.0,USA
1938,7.0,1954.0, r,Creature from the Black Lagoon,21902.0,USA
1939,7.0,1954.0, o,Creature from the Black Lagoon,21902.0,USA
1940,7.0,1954.0, r,Creature from the Black Lagoon,21902.0,USA
1941,5.3,1988.0,Action,Watchers,3556.0,USA
1942,5.3,1988.0, Horror,Watchers,3556.0,USA
1943,5.3,1988.0, Sci-Fi,Watchers,3556.0,USA
1944,5.3,1988.0, Thriller,Watchers,3556.0,USA
1945,5.6,1994.0,Action,Drop Zone,17538.0,USA
1946,5.6,1994.0, Adventure,Drop Zone,17538.0,USA
1947,5.6,1994.0, Thriller,Drop Zone,17538.0,USA
1948,3.4,2003.0,C,Dumb and Dumberer: When Harry Met Lloyd,33496.0,USA
1949,3.4,2003.0, o,Dumb and Dumberer: When Harry Met Lloyd,33496.0,USA
1950,3.4,2003.0, m,Dumb and Dumberer: When Harry Met Lloyd,33496.0,USA
1951,3.4,2003.0, e,Dumb and Dumberer: When Harry Met Lloyd,33496.0,USA
1952,3.4,2003.0, d,Dumb and Dumberer: When Harry Met Lloyd,33496.0,USA
1953,3.4,2003.0, y,Dumb and Dumberer: When Harry Met Lloyd,33496.0,USA
1954,7.3,2018.0,D,The Wife,3529.0,UK
1955,7.3,2018.0, r,The Wife,3529.0,UK
1956,7.3,2018.0, a,The Wife,3529.0,UK
1957,7.3,2018.0, m,The Wife,3529.0,UK
1958,7.3,2018.0, a,The Wife,3529.0,UK
1959,6.6,1985.0,Comedy,Mischief,4718.0,USA
1960,6.6,1985.0, Romance,Mischief,4718.0,USA
1961,6.6,1982.0,Action,Lung siu yeh,2892.0,Hong Kong
1962,6.6,1982.0, Comedy,Lung siu yeh,2892.0,Hong Kong
1963,6.6,1982.0, Sport,Lung siu yeh,2892.0,Hong Kong
1964,6.3,2018.0,D,Who We Are Now,388.0,USA
1965,6.3,2018.0, r,Who We Are Now,388.0,USA
1966,6.3,2018.0, a,Who We Are Now,388.0,USA
1967,6.3,2018.0, m,Who We Are Now,388.0,USA
1968,6.3,2018.0, a,Who We Are Now,388.0,USA
1969,4.9,2018.0,Drama,Cruise,325.0,USA
1970,4.9,2018.0, Romance,Cruise,325.0,USA
1971,6.3,1988.0,C,License to Drive,16032.0,USA
1972,6.3,1988.0, o,License to Drive,16032.0,USA
1973,6.3,1988.0, m,License to Drive,16032.0,USA
1974,6.3,1988.0, e,License to Drive,16032.0,USA
1975,6.3,1988.0, d,License to Drive,16032.0,USA
1976,6.3,1988.0, y,License to Drive,16032.0,USA
1977,6.7,2000.0,Comedy,The Family Man,94617.0,USA
1978,6.7,2000.0, Drama,The Family Man,94617.0,USA
1979,6.7,2000.0, Fantasy,The Family Man,94617.0,USA
1980,6.7,2000.0, Romance,The Family Man,94617.0,USA
1981,6.5,2018.0,T,Hell Is Where the Home Is,93.0,USA
1982,6.5,2018.0, h,Hell Is Where the Home Is,93.0,USA
1983,6.5,2018.0, r,Hell Is Where the Home Is,93.0,USA
1984,6.5,2018.0, i,Hell Is Where the Home Is,93.0,USA
1985,6.5,2018.0, l,Hell Is Where the Home Is,93.0,USA
1986,6.5,2018.0, l,Hell Is Where the Home Is,93.0,USA
1987,6.5,2018.0, e,Hell Is Where the Home Is,93.0,USA
1988,6.5,2018.0, r,Hell Is Where the Home Is,93.0,USA
1989,5.6,2004.0,Action,Alexander,151519.0,USA
1990,5.6,2004.0, Adventure,Alexander,151519.0,USA
1991,5.6,2004.0, Biography,Alexander,151519.0,USA
1992,5.6,2004.0, Drama,Alexander,151519.0,USA
1993,5.6,2004.0, History,Alexander,151519.0,USA
1994,5.6,2004.0, Romance,Alexander,151519.0,USA
1995,5.6,2004.0, War,Alexander,151519.0,USA
1996,2.2,1965.0,Adventure,Eegah,5142.0,Mexico
1997,2.2,1965.0, Comedy,Eegah,5142.0,Mexico
1998,2.2,1965.0, Fantasy,Eegah,5142.0,Mexico
1999,2.2,1965.0, Music,Eegah,5142.0,Mexico
2000,7.1,2013.0,Drama,The Sweet Shop,58.0,UK
2001,7.1,2013.0, Music,The Sweet Shop,58.0,UK
2002,7.1,2013.0, Romance,The Sweet Shop,58.0,UK
2003,6.4,2017.0,Action,Ghost in the Shell,162887.0,USA
2004,6.4,2017.0, Drama,Ghost in the Shell,162887.0,USA
2005,6.4,2017.0, Sci-Fi,Ghost in the Shell,162887.0,USA
2006,6.4,2017.0, Thriller,Ghost in the Shell,162887.0,USA
2007,7.2,2018.0,Action,Sicario: Day of the Soldado,61786.0,USA
2008,7.2,2018.0, Crime,Sicario: Day of the Soldado,61786.0,USA
2009,7.2,2018.0, Drama,Sicario: Day of the Soldado,61786.0,USA
2010,7.2,2018.0, Thriller,Sicario: Day of the Soldado,61786.0,USA
2011,7.6,1994.0,Action,Jui kuen II,38994.0,USA
2012,7.6,1994.0, Comedy,Jui kuen II,38994.0,USA
2013,4.6,2007.0,Action,Skinwalkers,12352.0,USA
2014,4.6,2007.0, Fantasy,Skinwalkers,12352.0,USA
2015,4.6,2007.0, Horror,Skinwalkers,12352.0,USA
2016,4.6,2007.0, Thriller,Skinwalkers,12352.0,USA
2017,6.4,2017.0,Drama,Whispers,8069.0,USA
2018,6.4,2017.0, Horror,Whispers,8069.0,USA
2019,6.4,2017.0, Thriller,Whispers,8069.0,USA
2020,5.0,2018.0,Drama,Live,94.0,USA
2021,5.0,2018.0, Horror,Live,94.0,USA
2022,5.0,2018.0, Thriller,Live,94.0,USA
2023,7.6,2018.0,Action,Ready Player One,236106.0,USA
2024,7.6,2018.0, Adventure,Ready Player One,236106.0,USA
2025,7.6,2018.0, Sci-Fi,Ready Player One,236106.0,USA
2026,6.6,1994.0,Crime,Above the Rim,12198.0,USA
2027,6.6,1994.0, Drama,Above the Rim,12198.0,USA
2028,6.6,1994.0, Sport,Above the Rim,12198.0,USA
2029,6.6,1994.0, Thriller,Above the Rim,12198.0,USA
2030,7.6,1978.0,Action,Zui quan,30745.0,Hong Kong
2031,7.6,1978.0, Comedy,Zui quan,30745.0,Hong Kong
2032,4.8,2018.0,H,Primal Rage,1628.0,USA
2033,4.8,2018.0, o,Primal Rage,1628.0,USA
2034,4.8,2018.0, r,Primal Rage,1628.0,USA
2035,4.8,2018.0, r,Primal Rage,1628.0,USA
2036,4.8,2018.0, o,Primal Rage,1628.0,USA
2037,4.8,2018.0, r,Primal Rage,1628.0,USA
2038,7.6,1973.0,D,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1841.0,France
2039,7.6,1973.0, r,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1841.0,France
2040,7.6,1973.0, a,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1841.0,France
2041,7.6,1973.0, m,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1841.0,France
2042,7.6,1973.0, a,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1841.0,France
2043,5.7,2016.0,Action,Allegiant,88982.0,USA
2044,5.7,2016.0, Adventure,Allegiant,88982.0,USA
2045,5.7,2016.0, Mystery,Allegiant,88982.0,USA
2046,5.7,2016.0, Sci-Fi,Allegiant,88982.0,USA
2047,5.7,2016.0, Thriller,Allegiant,88982.0,USA
2048,5.7,2018.0,Sci-Fi,Elizabeth Harvest,1263.0,Poland
2049,5.7,2018.0, Thriller,Elizabeth Harvest,1263.0,Poland
2050,5.8,2006.0,Crime,Firewall,53104.0,USA
2051,5.8,2006.0, Thriller,Firewall,53104.0,USA
2052,6.4,2018.0,Action,Tomb Raider,135412.0,USA
2053,6.4,2018.0, Adventure,Tomb Raider,135412.0,USA
2054,6.4,2018.0, Fantasy,Tomb Raider,135412.0,USA
2055,6.4,2018.0, Thriller,Tomb Raider,135412.0,USA
2056,7.6,1956.0,Action,Forbidden Planet,39898.0,France
2057,7.6,1956.0, Adventure,Forbidden Planet,39898.0,France
2058,7.6,1956.0, Sci-Fi,Forbidden Planet,39898.0,France
2059,7.6,1956.0, Thriller,Forbidden Planet,39898.0,France
2060,8.1,1940.0,Comedy,The Shop Around the Corner,23377.0,USA
2061,8.1,1940.0, Drama,The Shop Around the Corner,23377.0,USA
2062,8.1,1940.0, Romance,The Shop Around the Corner,23377.0,USA
2063,5.6,2013.0,Action,Machete Kills,67815.0,USA
2064,5.6,2013.0, Crime,Machete Kills,67815.0,USA
2065,5.6,2013.0, Sci-Fi,Machete Kills,67815.0,USA
2066,5.6,2013.0, Thriller,Machete Kills,67815.0,USA
2067,6.9,1979.0,Action,Buck Rogers in the 25th Century,6189.0,1979–1981
2068,6.9,1979.0, Adventure,Buck Rogers in the 25th Century,6189.0,1979–1981
2069,6.9,1979.0, Sci-Fi,Buck Rogers in the 25th Century,6189.0,1979–1981
2070,6.9,2004.0,Action,Hellboy,276461.0,USA
2071,6.9,2004.0, Fantasy,Hellboy,276461.0,USA
2072,6.9,2004.0, Horror,Hellboy,276461.0,USA
2073,6.9,2004.0, Sci-Fi,Hellboy,276461.0,USA
2074,5.6,2002.0,Comedy,The Banger Sisters,13543.0,USA
2075,5.6,2002.0, Drama,The Banger Sisters,13543.0,USA
2076,6.9,2018.0,Action,The Equalizer 2,36883.0,USA
2077,6.9,2018.0, Crime,The Equalizer 2,36883.0,USA
2078,6.9,2018.0, Thriller,The Equalizer 2,36883.0,USA
2079,8.3,1944.0,Crime,Double Indemnity,121544.0,USA
2080,8.3,1944.0, Drama,Double Indemnity,121544.0,USA
2081,8.3,1944.0, Film-Noir,Double Indemnity,121544.0,USA
2082,8.3,1944.0, Mystery,Double Indemnity,121544.0,USA
2083,8.3,1944.0, Thriller,Double Indemnity,121544.0,USA
2084,6.3,1969.0,C,Mondo Trasho,1045.0,USA
2085,6.3,1969.0, o,Mondo Trasho,1045.0,USA
2086,6.3,1969.0, m,Mondo Trasho,1045.0,USA
2087,6.3,1969.0, e,Mondo Trasho,1045.0,USA
2088,6.3,1969.0, d,Mondo Trasho,1045.0,USA
2089,6.3,1969.0, y,Mondo Trasho,1045.0,USA
2090,6.7,2013.0,Drama,Safe Haven,93383.0,USA
2091,6.7,2013.0, Romance,Safe Haven,93383.0,USA
2092,6.7,2013.0, Thriller,Safe Haven,93383.0,USA
2093,5.9,2009.0,Comedy,Una semana solos,325.0,Argentina
2094,5.9,2009.0, Drama,Una semana solos,325.0,Argentina
2095,4.1,2017.0,Action,Jeepers Creepers 3,13275.0,Mexico
2096,4.1,2017.0, Horror,Jeepers Creepers 3,13275.0,Mexico
2097,4.1,2017.0, Mystery,Jeepers Creepers 3,13275.0,Mexico
2098,4.1,2017.0, Thriller,Jeepers Creepers 3,13275.0,Mexico
2099,7.1,1999.0,Action,Payback,122313.0,USA
2100,7.1,1999.0, Crime,Payback,122313.0,USA
2101,7.1,1999.0, Drama,Payback,122313.0,USA
2102,7.1,1999.0, Thriller,Payback,122313.0,USA
2103,5.0,1995.0,T,Bodily Harm,237.0,USA
2104,5.0,1995.0, h,Bodily Harm,237.0,USA
2105,5.0,1995.0, r,Bodily Harm,237.0,USA
2106,5.0,1995.0, i,Bodily Harm,237.0,USA
2107,5.0,1995.0, l,Bodily Harm,237.0,USA
2108,5.0,1995.0, l,Bodily Harm,237.0,USA
2109,5.0,1995.0, e,Bodily Harm,237.0,USA
2110,5.0,1995.0, r,Bodily Harm,237.0,USA
2111,7.0,1981.0,C,Polyester,5934.0,USA
2112,7.0,1981.0, o,Polyester,5934.0,USA
2113,7.0,1981.0, m,Polyester,5934.0,USA
2114,7.0,1981.0, e,Polyester,5934.0,USA
2115,7.0,1981.0, d,Polyester,5934.0,USA
2116,7.0,1981.0, y,Polyester,5934.0,USA
2117,8.4,2018.0,Action,Mard Ko Dard Nahin Hota,79.0,India
2118,8.4,2018.0, Comedy,Mard Ko Dard Nahin Hota,79.0,India
2119,5.4,2005.0,Horror,The Ring Two,83142.0,USA
2120,5.4,2005.0, Mystery,The Ring Two,83142.0,USA
2121,5.4,2005.0, Thriller,The Ring Two,83142.0,USA
2122,6.4,1995.0,Action,Pik lik foh,7222.0,Hong Kong
2123,6.4,1995.0, Comedy,Pik lik foh,7222.0,Hong Kong
2124,6.4,1995.0, Drama,Pik lik foh,7222.0,Hong Kong
2125,6.4,1995.0, Thriller,Pik lik foh,7222.0,Hong Kong
2126,6.2,1984.0,Horror,Sole Survivor,994.0,USA
2127,6.2,1984.0, Thriller,Sole Survivor,994.0,USA
2128,6.3,1989.0,Comedy,Shag,3406.0,USA
2129,6.3,1989.0, Drama,Shag,3406.0,USA
2130,6.3,1989.0, Romance,Shag,3406.0,USA
2131,6.6,1998.0,Action,Lethal Weapon 4,140509.0,USA
2132,6.6,1998.0, Crime,Lethal Weapon 4,140509.0,USA
2133,6.6,1998.0, Thriller,Lethal Weapon 4,140509.0,USA
2134,6.8,1995.0,Action,Bad Boys,199472.0,USA
2135,6.8,1995.0, Comedy,Bad Boys,199472.0,USA
2136,6.8,1995.0, Crime,Bad Boys,199472.0,USA
2137,6.8,1995.0, Drama,Bad Boys,199472.0,USA
2138,6.8,1995.0, Thriller,Bad Boys,199472.0,USA
2139,7.6,1962.0,Drama,Nóz w wodzie,17186.0,USA
2140,7.6,1962.0, Thriller,Nóz w wodzie,17186.0,USA
2141,7.9,1950.0,Crime,The Asphalt Jungle,20783.0,USA
2142,7.9,1950.0, Drama,The Asphalt Jungle,20783.0,USA
2143,7.9,1950.0, Film-Noir,The Asphalt Jungle,20783.0,USA
2144,7.9,1950.0, Thriller,The Asphalt Jungle,20783.0,USA
2145,6.4,1958.0,Horror,The Blob,19450.0,USA
2146,6.4,1958.0, Sci-Fi,The Blob,19450.0,USA
2147,8.2,2017.0,D,I Am Still Here,87.0,USA
2148,8.2,2017.0, r,I Am Still Here,87.0,USA
2149,8.2,2017.0, a,I Am Still Here,87.0,USA
2150,8.2,2017.0, m,I Am Still Here,87.0,USA
2151,8.2,2017.0, a,I Am Still Here,87.0,USA
2152,8.1,1998.0,Comedy,"Crna macka, beli macor",45877.0,Federal Republic of Yugoslavia
2153,8.1,1998.0, Crime,"Crna macka, beli macor",45877.0,Federal Republic of Yugoslavia
2154,8.1,1998.0, Romance,"Crna macka, beli macor",45877.0,Federal Republic of Yugoslavia
2155,6.2,2014.0,Drama,Grace Unplugged,2903.0,Portugal
2156,6.2,2014.0, Music,Grace Unplugged,2903.0,Portugal
2157,7.7,1995.0,Drama,Dead Man,81469.0,USA
2158,7.7,1995.0, Fantasy,Dead Man,81469.0,USA
2159,7.7,1995.0, Western,Dead Man,81469.0,USA
2160,4.9,1970.0,Horror,Akuma ga yondeiru,10.0,Japan
2161,4.9,1970.0, Mystery,Akuma ga yondeiru,10.0,Japan
2162,4.9,1970.0, Thriller,Akuma ga yondeiru,10.0,Japan
2163,7.1,2018.0,Comedy,Sorry to Bother You,16775.0,USA
2164,7.1,2018.0, Fantasy,Sorry to Bother You,16775.0,USA
2165,7.1,2018.0, Sci-Fi,Sorry to Bother You,16775.0,USA
2166,7.0,1994.0,Comedy,Amateur,5025.0,USA
2167,7.0,1994.0, Crime,Amateur,5025.0,USA
2168,7.0,1994.0, Drama,Amateur,5025.0,USA
2169,7.0,1994.0, Thriller,Amateur,5025.0,USA
2170,6.6,1981.0,C,Buddy Buddy,3840.0,USA
2171,6.6,1981.0, o,Buddy Buddy,3840.0,USA
2172,6.6,1981.0, m,Buddy Buddy,3840.0,USA
2173,6.6,1981.0, e,Buddy Buddy,3840.0,USA
2174,6.6,1981.0, d,Buddy Buddy,3840.0,USA
2175,6.6,1981.0, y,Buddy Buddy,3840.0,USA
2176,7.1,1971.0,C,Little Murders,2162.0,USA
2177,7.1,1971.0, o,Little Murders,2162.0,USA
2178,7.1,1971.0, m,Little Murders,2162.0,USA
2179,7.1,1971.0, e,Little Murders,2162.0,USA
2180,7.1,1971.0, d,Little Murders,2162.0,USA
2181,7.1,1971.0, y,Little Murders,2162.0,USA
2182,5.8,2018.0,T,Long Lost Daughter,67.0,USA
2183,5.8,2018.0, h,Long Lost Daughter,67.0,USA
2184,5.8,2018.0, r,Long Lost Daughter,67.0,USA
2185,5.8,2018.0, i,Long Lost Daughter,67.0,USA
2186,5.8,2018.0, l,Long Lost Daughter,67.0,USA
2187,5.8,2018.0, l,Long Lost Daughter,67.0,USA
2188,5.8,2018.0, e,Long Lost Daughter,67.0,USA
2189,5.8,2018.0, r,Long Lost Daughter,67.0,USA
2190,5.9,1980.0,Adventure,Cannibal Holocaust,44871.0,Italy
2191,5.9,1980.0, Horror,Cannibal Holocaust,44871.0,Italy
2192,7.6,1995.0,Adventure,Apollo 13,237983.0,USA
2193,7.6,1995.0, Drama,Apollo 13,237983.0,USA
2194,7.6,1995.0, History,Apollo 13,237983.0,USA
2195,5.3,2014.0,Action,Wolves,6996.0,Belarus
2196,5.3,2014.0, Fantasy,Wolves,6996.0,Belarus
2197,5.3,2014.0, Horror,Wolves,6996.0,Belarus
2198,5.3,2014.0, Thriller,Wolves,6996.0,Belarus
2199,5.1,2015.0,Action,American Heist,15178.0,USA
2200,5.1,2015.0, Crime,American Heist,15178.0,USA
2201,5.1,2015.0, Drama,American Heist,15178.0,USA
2202,5.1,2015.0, Thriller,American Heist,15178.0,USA
2203,5.2,1980.0,Comedy,"Oh, God! Book II",1896.0,USA
2204,5.2,1980.0, Fantasy,"Oh, God! Book II",1896.0,USA
2205,5.3,1973.0,C,Frühreifen-Report,212.0,West Germany
2206,5.3,1973.0, o,Frühreifen-Report,212.0,West Germany
2207,5.3,1973.0, m,Frühreifen-Report,212.0,West Germany
2208,5.3,1973.0, e,Frühreifen-Report,212.0,West Germany
2209,5.3,1973.0, d,Frühreifen-Report,212.0,West Germany
2210,5.3,1973.0, y,Frühreifen-Report,212.0,West Germany
2211,4.1,2015.0,Action,Supergirl V: Deadly Seduction,8.0,USA
2212,4.1,2015.0, Sci-Fi,Supergirl V: Deadly Seduction,8.0,USA
2213,7.0,1984.0,D,Lace,1091.0,1984
2214,7.0,1984.0, r,Lace,1091.0,1984
2215,7.0,1984.0, a,Lace,1091.0,1984
2216,7.0,1984.0, m,Lace,1091.0,1984
2217,7.0,1984.0, a,Lace,1091.0,1984
2218,6.8,1993.0,Drama,The Firm,102185.0,USA
2219,6.8,1993.0, Mystery,The Firm,102185.0,USA
2220,6.8,1993.0, Thriller,The Firm,102185.0,USA
2221,6.0,1997.0,Action,The Postman,62739.0,USA
2222,6.0,1997.0, Adventure,The Postman,62739.0,USA
2223,6.0,1997.0, Drama,The Postman,62739.0,USA
2224,6.0,1997.0, Sci-Fi,The Postman,62739.0,USA
2225,7.6,2018.0,Comedy,Blindspotting,3767.0,USA
2226,7.6,2018.0, Crime,Blindspotting,3767.0,USA
2227,7.6,2018.0, Drama,Blindspotting,3767.0,USA
2228,6.1,2000.0,Action,Mission: Impossible II,280833.0,USA
2229,6.1,2000.0, Adventure,Mission: Impossible II,280833.0,USA
2230,6.1,2000.0, Thriller,Mission: Impossible II,280833.0,USA
2231,7.6,2004.0,Crime,House of Sand and Fog,60823.0,USA
2232,7.6,2004.0, Drama,House of Sand and Fog,60823.0,USA
2233,6.5,2015.0,D,Shelter,3715.0,UK
2234,6.5,2015.0, r,Shelter,3715.0,UK
2235,6.5,2015.0, a,Shelter,3715.0,UK
2236,6.5,2015.0, m,Shelter,3715.0,UK
2237,6.5,2015.0, a,Shelter,3715.0,UK
2238,7.1,2002.0,Action,Paid in Full,8976.0,USA
2239,7.1,2002.0, Crime,Paid in Full,8976.0,USA
2240,7.1,2002.0, Drama,Paid in Full,8976.0,USA
2241,4.7,1985.0,C,Tomboy,1133.0,West Germany
2242,4.7,1985.0, o,Tomboy,1133.0,West Germany
2243,4.7,1985.0, m,Tomboy,1133.0,West Germany
2244,4.7,1985.0, e,Tomboy,1133.0,West Germany
2245,4.7,1985.0, d,Tomboy,1133.0,West Germany
2246,4.7,1985.0, y,Tomboy,1133.0,West Germany
2247,7.4,1983.0,Action,'A' gai wak,12652.0,Hong Kong
2248,7.4,1983.0, Comedy,'A' gai wak,12652.0,Hong Kong
2249,6.1,1953.0,C,Monte Carlo Baby,153.0,USA
2250,6.1,1953.0, o,Monte Carlo Baby,153.0,USA
2251,6.1,1953.0, m,Monte Carlo Baby,153.0,USA
2252,6.1,1953.0, e,Monte Carlo Baby,153.0,USA
2253,6.1,1953.0, d,Monte Carlo Baby,153.0,USA
2254,6.1,1953.0, y,Monte Carlo Baby,153.0,USA
2255,8.6,2018.0,Action,Avengers: Infinity War,514801.0,USA
2256,8.6,2018.0, Adventure,Avengers: Infinity War,514801.0,USA
2257,8.6,2018.0, Fantasy,Avengers: Infinity War,514801.0,USA
2258,8.6,2018.0, Sci-Fi,Avengers: Infinity War,514801.0,USA
2259,7.7,2002.0,Action,Minority Report,455811.0,USA
2260,7.7,2002.0, Adventure,Minority Report,455811.0,USA
2261,7.7,2002.0, Crime,Minority Report,455811.0,USA
2262,7.7,2002.0, Drama,Minority Report,455811.0,USA
2263,7.7,2002.0, Mystery,Minority Report,455811.0,USA
2264,7.7,2002.0, Sci-Fi,Minority Report,455811.0,USA
2265,7.7,2002.0, Thriller,Minority Report,455811.0,USA
2266,7.0,2017.0,Documentary,Terror in the Woods,116.0,2017– 
2267,7.0,2017.0, Horror,Terror in the Woods,116.0,2017– 
2268,6.4,1997.0,Action,The Jackal,97225.0,USA
2269,6.4,1997.0, Crime,The Jackal,97225.0,USA
2270,6.4,1997.0, Drama,The Jackal,97225.0,USA
2271,6.4,1997.0, Thriller,The Jackal,97225.0,USA
2272,7.2,1955.0,Comedy,The Seven Year Itch,29815.0,UK
2273,7.2,1955.0, Romance,The Seven Year Itch,29815.0,UK
2274,7.0,1953.0,Comedy,How to Marry a Millionaire,18118.0,USA
2275,7.0,1953.0, Drama,How to Marry a Millionaire,18118.0,USA
2276,7.0,1953.0, Romance,How to Marry a Millionaire,18118.0,USA
2277,8.5,1991.0,Action,Terminator 2: Judgment Day,872323.0,USA
2278,8.5,1991.0, Sci-Fi,Terminator 2: Judgment Day,872323.0,USA
2279,5.9,2011.0,Action,Xin hai ge ming,5412.0,China
2280,5.9,2011.0, Adventure,Xin hai ge ming,5412.0,China
2281,5.9,2011.0, Drama,Xin hai ge ming,5412.0,China
2282,5.9,2011.0, History,Xin hai ge ming,5412.0,China
2283,5.9,2011.0, War,Xin hai ge ming,5412.0,China
2284,6.4,2007.0,Crime,The Number 23,181046.0,USA
2285,6.4,2007.0, Drama,The Number 23,181046.0,USA
2286,6.4,2007.0, Horror,The Number 23,181046.0,USA
2287,6.4,2007.0, Mystery,The Number 23,181046.0,USA
2288,6.4,2007.0, Thriller,The Number 23,181046.0,USA
2289,5.2,1981.0,C,Private Lessons,2802.0,USA
2290,5.2,1981.0, o,Private Lessons,2802.0,USA
2291,5.2,1981.0, m,Private Lessons,2802.0,USA
2292,5.2,1981.0, e,Private Lessons,2802.0,USA
2293,5.2,1981.0, d,Private Lessons,2802.0,USA
2294,5.2,1981.0, y,Private Lessons,2802.0,USA
2295,7.6,2013.0,Short,Venom: Truth in Journalism,529.0,USA
2296,7.6,2013.0, Comedy,Venom: Truth in Journalism,529.0,USA
2297,7.6,2013.0, Crime,Venom: Truth in Journalism,529.0,USA
2298,7.6,2013.0, Drama,Venom: Truth in Journalism,529.0,USA
2299,7.6,2013.0, Sci-Fi,Venom: Truth in Journalism,529.0,USA
2300,7.2,1932.0,Fantasy,The Mummy,19850.0,USA
2301,7.2,1932.0, Horror,The Mummy,19850.0,USA
2302,6.3,1993.0,Action,Last Action Hero,120852.0,USA
2303,6.3,1993.0, Adventure,Last Action Hero,120852.0,USA
2304,6.3,1993.0, Comedy,Last Action Hero,120852.0,USA
2305,6.3,1993.0, Fantasy,Last Action Hero,120852.0,USA
2306,7.8,2008.0,Action,Taken,527982.0,USA
2307,7.8,2008.0, Crime,Taken,527982.0,USA
2308,7.8,2008.0, Thriller,Taken,527982.0,USA
2309,8.3,1989.0,Comedy,Dom za vesanje,21500.0,USA
2310,8.3,1989.0, Crime,Dom za vesanje,21500.0,USA
2311,8.3,1989.0, Drama,Dom za vesanje,21500.0,USA
2312,8.3,1989.0, Fantasy,Dom za vesanje,21500.0,USA
2313,8.2,1942.0,Comedy,To Be or Not to Be,22401.0,USA
2314,8.2,1942.0, War,To Be or Not to Be,22401.0,USA
2315,6.5,2005.0,Action,Mr. & Mrs. Smith,402103.0,USA
2316,6.5,2005.0, Comedy,Mr. & Mrs. Smith,402103.0,USA
2317,6.5,2005.0, Crime,Mr. & Mrs. Smith,402103.0,USA
2318,6.5,2005.0, Thriller,Mr. & Mrs. Smith,402103.0,USA
2319,4.9,1973.0,Drama,A Thief in the Night,575.0,USA
2320,4.9,1973.0, Fantasy,A Thief in the Night,575.0,USA
2321,4.9,1973.0, Horror,A Thief in the Night,575.0,USA
2322,6.8,1983.0,Comedy,Risky Business,71351.0,USA
2323,6.8,1983.0, Crime,Risky Business,71351.0,USA
2324,6.8,1983.0, Drama,Risky Business,71351.0,USA
2325,6.8,1983.0, Romance,Risky Business,71351.0,USA
2326,6.7,1997.0,Action,Conspiracy Theory,85171.0,USA
2327,6.7,1997.0, Mystery,Conspiracy Theory,85171.0,USA
2328,6.7,1997.0, Thriller,Conspiracy Theory,85171.0,USA
2329,6.5,1994.0,Comedy,There Goes My Baby,947.0,USA
2330,6.5,1994.0, Drama,There Goes My Baby,947.0,USA
2331,7.3,2014.0,D,"Ginger Snaps: Blood, Teeth and Fur",15.0,USA
2332,7.3,2014.0, o,"Ginger Snaps: Blood, Teeth and Fur",15.0,USA
2333,7.3,2014.0, c,"Ginger Snaps: Blood, Teeth and Fur",15.0,USA
2334,7.3,2014.0, u,"Ginger Snaps: Blood, Teeth and Fur",15.0,USA
2335,7.3,2014.0, m,"Ginger Snaps: Blood, Teeth and Fur",15.0,USA
2336,7.3,2014.0, e,"Ginger Snaps: Blood, Teeth and Fur",15.0,USA
2337,7.3,2014.0, n,"Ginger Snaps: Blood, Teeth and Fur",15.0,USA
2338,7.3,2014.0, t,"Ginger Snaps: Blood, Teeth and Fur",15.0,USA
2339,7.3,2014.0, a,"Ginger Snaps: Blood, Teeth and Fur",15.0,USA
2340,7.3,2014.0, r,"Ginger Snaps: Blood, Teeth and Fur",15.0,USA
2341,7.3,2014.0, y,"Ginger Snaps: Blood, Teeth and Fur",15.0,USA
2342,3.5,1992.0,C,Frozen Assets,432.0,USA
2343,3.5,1992.0, o,Frozen Assets,432.0,USA
2344,3.5,1992.0, m,Frozen Assets,432.0,USA
2345,3.5,1992.0, e,Frozen Assets,432.0,USA
2346,3.5,1992.0, d,Frozen Assets,432.0,USA
2347,3.5,1992.0, y,Frozen Assets,432.0,USA
2348,6.2,1985.0,Action,Gotcha!,6096.0,USA
2349,6.2,1985.0, Comedy,Gotcha!,6096.0,USA
2350,6.2,1985.0, Mystery,Gotcha!,6096.0,USA
